date,nav,acc_nav
2024-11-14,1.1045,1.1845
2024-11-15,1.1046,1.1846
2024-11-18,1.1046,1.1846
2024-11-19,1.1046,1.1846
2024-11-20,1.1049,1.1849
2024-11-21,1.1053,1.1853
2024-11-22,1.1055,1.1855
2024-11-25,1.1066,1.1866
2024-11-26,1.1071,1.1871
2024-11-27,1.1081,1.1881
2024-11-28,1.1093,1.1893
2024-11-29,1.1106,1.1906
2024-12-02,1.1132,1.1932
2024-12-03,1.1148,1.1948
2024-12-04,1.1163,1.1963
2024-12-05,1.1173,1.1973
2024-12-06,1.1185,1.1985
2024-12-09,1.1195,1.1995
2024-12-10,1.1215,1.2015
2024-12-11,1.1223,1.2023
2024-12-12,1.1239,1.2039
2024-12-13,1.1255,1.2055
2024-12-16,1.1274,1.2074
2024-12-17,1.1279,1.2079
2024-12-18,1.1277,1.2077
2024-12-19,1.1277,1.2077
2024-12-20,1.1283,1.2083
2024-12-23,1.1288,1.2088
2024-12-24,1.1286,1.2086
2024-12-25,1.1279,1.2079
2024-12-26,1.1281,1.2081
2024-12-27,1.1284,1.2084
2024-12-30,1.1289,1.2089
2024-12-31,1.1297,1.2097
2025-01-02,1.1313,1.2113
2025-01-03,1.1326,1.2126
2025-01-06,1.1335,1.2135
2025-01-07,1.1332,1.2132
2025-01-08,1.1338,1.2138
2025-01-09,1.1339,1.2139
2025-01-10,1.1334,1.2134
2025-01-13,1.1341,1.2141
2025-01-14,1.1338,1.2138
2025-01-15,1.1347,1.2147
2025-01-16,1.1348,1.2148
2025-01-17,1.1352,1.2152
2025-01-20,1.135,1.215
2025-01-21,1.135,1.215
2025-01-22,1.1352,1.2152
2025-01-23,1.1358,1.2158
2025-01-24,1.1355,1.2155
2025-01-27,1.1367,1.2167
2025-02-05,1.1384,1.2184
2025-02-06,1.1394,1.2194
2025-02-07,1.1397,1.2197
2025-02-10,1.1403,1.2203
2025-02-11,1.1403,1.2203
2025-02-12,1.1405,1.2205
2025-02-13,1.1406,1.2206
2025-02-14,1.1405,1.2205
2025-02-17,1.1404,1.2204
2025-02-18,1.139,1.219
2025-02-19,1.1394,1.2194
2025-02-20,1.1394,1.2194
2025-02-21,1.1385,1.2185
2025-02-24,1.1382,1.2182
2025-02-25,1.1382,1.2182
2025-02-26,1.1383,1.2183
2025-02-27,1.1382,1.2182
2025-02-28,1.1389,1.2189
2025-03-03,1.139,1.219
2025-03-04,1.139,1.219
2025-03-05,1.1391,1.2191
2025-03-06,1.1391,1.2191
2025-03-07,1.1391,1.2191
2025-03-10,1.1392,1.2192
2025-03-11,1.1398,1.2198
2025-03-12,1.1398,1.2198
2025-03-13,1.1394,1.2194
2025-03-14,1.1393,1.2193
2025-03-17,1.1397,1.2197
2025-03-18,1.1402,1.2202
2025-03-19,1.1409,1.2209
2025-03-20,1.1417,1.2217
